CMIP6 Compound Name,CMIP7 Compound Name,Branded Variable Name,Link to Ranking,Min Rank in CMIP6 download statistics,Physical Parameter,Units (from Physical Parameter),CF Standard Name (from Physical Parameter),Title,Description,Spatial Shape,Extra dimensions,Coordinates,Type,Modelling Realm - Primary,Modelling Realm - Secondary,Dimensions,CMIP6 Table (legacy),CMIP6 Frequency (legacy),CMIP7 Frequency,Processing Note,Table Section (CMIP6),Positive Direction,Provenance,Temporal Shape,Cell Methods,Cell Measures,ESM-BCV 1.4,CMIP7 Variable Groups,Opportunity (from CMIP7 Variable Groups),Experiment Groups (from Opportunity),List of Experiments,Disambiguation,Temporal Sampling Rate,Horizontal Mesh,Vertical Dimension,Size,Conditional,Region,CF Standard Name (from Coordinates),Priority 3 (CMIP6),Priority 2 (CMIP6),Priority 1 (CMIP6),Variable Status,Physical Parameter Status,Flag - known issue,Branded Variable Name status,Flag - variable change since CMIP6,UID
Amon.wap,atmos.wap.tavg-p19-hxy-air.mon.GLB,wap_tavg-p19-hxy-air,Amon.wap,25,wap,Pa s-1,lagrangian_tendency_of_air_pressure,Omega (=dp/dt),"commonly referred to as ""omega"", this represents the vertical component of velocity in pressure coordinates (positive down)",Global field (19 pressure levels),,,real,atmos,,"longitude, latitude, plev19, time",Amon,mon,mon,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: time: mean where air,",Amon_oth,,Amon ((isd.003)),time-intv,area: time: mean where air,area: areacella,Amon.wap,"baseline_monthly,aerchemmip_3d_monthly,CFMIP-monthly,DAMIP_monthly,dynvar_basic,paleo_atmosphere,paleodata_assimilation,ref_atmosphere,DCPP_Wider","""Advancing Wind Wave Climate Modelling for Coastal Zone Dynamics, Impacts, and Risk Assessment"",""Assessments for Hydrological Processes, Water Resources, and Freshwater Systems"",Baseline Climate Variables for Earth System Modelling,Changes in marine biogeochemical cycles and ecosystem processes,Earth's Energy Budget,Effects and Feedbacks of Wind-Driven Ocean Surface Waves Coupled Within Earth System Models,""Glacier changes, drivers, and impacts"",""Ice sheet mass loss, contributions to sea level rise and freshwater flux input to the climate system"",""Ocean Changes, Drivers and Impacts"",""Sea Ice Changes, Drivers and Impacts"",Understanding the role of atmospheric composition for air quality and climate change,Water cycle/budget assessment,Understanding the role of atmospheric composition for air quality and climate change,""Clouds, circulation and climate sensitivity: baseline"",""Clouds, circulation and climate sensitivity: extension for process-level studies"",Detection and Attribution,Atmospheric dynamics and variability ,""Paleoclimate Research at the Interface between Past, Present, and Future"",""Paleoclimate Research at the Interface between Past, Present, and Future"",Rapid Evaluation Framework,Multi-annual-to-decadal predictability of the Earth System and risk assessment of climate extremes","historical,scenarios,deck,scenarios_extensions,scenarios,historical,dcpp,picontrol,lmip,highresmip2-ia,deck,fast-track,scenarios,historical,all-non-fasttrack,historical,scenarios,picontrol,scenarios_extensions-low-medium-high,scenarios,historical,picontrol,deck_idealized_co2_experiments,deck,scenarios,historical,fast-track,scenarios_extensions,historical,scenarios,picontrol,scenarios,historical,picontrol,ismip7-scenario-extensions,deck,fast-track,scenarios,historical,scenarios_extensions,deck,fast-track,scenarios,scenarios_extensions,aerchemmip,deck,fast-track,historical,scenarios,scenarios,historical,picontrol,aerchemmip,deck,fast-track,historical,scenarios,deck,fast-track_cfmip,cfmip-additional-nonfasttrack,cfmip_amip_amip4K,cfmip-additional-nonfasttrack,damip_experiment_group,dynvar,scenarios,pmip,historical,picontrol,scenarios_extensions,scenarios,pmip,historical,picontrol,scenarios_extensions,fast-track,deck,dcpp,historical,picontrol,climate_extreme,dcpp-cmip6-exps","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-irr,amip-m4K,amip-noirr,amip-p4k,amip-p4K-SST-rad,amip-p4K-SST-turb,amip-piForcing,dcppA-assim,dcppA-hindcast,dcppB-forecast,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-s7h-noFireChange,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-hc-ext-os,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-mlc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-scen7-vlloc-ext,esm-up2p0,esm-up2p0-gwl1p5,esm-up2p0-gwl2p0,esm-up2p0-gwl2p0-50y-dn2p0,esm-up2p0-gwl3p0,esm-up2p0-gwl4p0,esm-up2p0-gwl4p0-50y-dn2p0,esm-up2p0-gwl4p0-50y-dn2p0-gwl2p0,esm-up2p0-gwl5p0,g7-1p5K-sai,highres-future-xxx,highresSST-pxxkpat,hist-1950,hist-aer,hist-GHG,hist-irr,hist-nat,hist-noFire,hist-noirr,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-hc-ext,scen7-hc-ext-os,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext,scen7-vlhoc,scen7-vlhoc-ext,scen7-vlloc,scen7-vlloc-ext",,120,68400,19,155.952,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,babd0906-e5dd-11e5-8482-ac72891c3257
Amon.wapSouth30,atmos.wap.tavg-p19-hxy-air.mon.30S-90S,wap_tavg-p19-hxy-air,,,wap,Pa s-1,lagrangian_tendency_of_air_pressure,Omega (=dp/dt),"commonly referred to as ""omega"", this represents the vertical component of velocity in pressure coordinates (positive down)",Global field (19 pressure levels),,,real,atmos,,"longitude, latitude, plev19, time",Amon,mon,mon,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:time: mean CMIP7:area: time: mean where air,
CHANGE SINCE CMIP6: compound name,",Amon_oth,,Amon ((isd.003)),time-intv,area: time: mean where air,area: areacella,,SO_BGC-cloud_met_monthly,Southern Ocean Biogeochemistry to Clouds,"historical,scenarios,fast-track,picontrol,deck","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",South30,120,68400,19,155.952,,30S-90S,,,,,New,Existing physical parameter,,Accepted,,80ac31ee-a698-11ef-914a-613c0433d878
CFday.wap,atmos.wap.tavg-al-hxy-u.day.GLB,wap_tavg-al-hxy-u,CFday.wap,41,wap,Pa s-1,lagrangian_tendency_of_air_pressure,Omega (=dp/dt),"commonly referred to as ""omega"", this represents the vertical component of velocity in pressure coordinates (positive down)",Global field on model atmosphere levels,,,real,atmos,,"longitude, latitude, alevel, time",CFday,day,day,,CFday_3d,,CFday ((isd.003)),time-intv,area: time: mean,area: areacella,,CFMIP_daily_3D,"""Clouds, circulation and climate sensitivity: extension for process-level studies""","cfmip_amip_amip4K,cfmip-additional-nonfasttrack","amip,amip-m4K,amip-p4k,amip-p4K-SST-rad,amip-p4K-SST-turb",,3650,68400,60,14979.600,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,babd0ad2-e5dd-11e5-8482-ac72891c3257
CFsubhr.wap,atmos.wap.tpt-al-hxys-u.subhr.GLB,wap_tpt-al-hxys-u,CFsubhr.wap,329,wap,Pa s-1,lagrangian_tendency_of_air_pressure,Omega (=dp/dt),"commonly referred to as ""omega"", this represents the vertical component of velocity in pressure coordinates (positive down)",Atmospheric profiles at specified sites,,,real,atmos,,"alevel, site, time1",CFsubhr,subhrPt,subhr,,,,CFsubhr ((isd.003)),time-point,area: point time: point,,,CFMIP_cfSites,"""Clouds, circulation and climate sensitivity: extension for process-level studies""","cfmip_amip_amip4K,cfmip-additional-nonfasttrack","amip,amip-m4K,amip-p4k,amip-p4K-SST-rad,amip-p4K-SST-turb",,262800,120,60,1892.160,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,,a954d4ec-817c-11e6-a4e2-5404a60d96b5
day.wap,atmos.wap.tavg-p19-hxy-u.day.GLB,wap_tavg-p19-hxy-u,day.wap,25,wap,Pa s-1,lagrangian_tendency_of_air_pressure,Omega (=dp/dt),"commonly referred to as ""omega"", this represents the vertical component of velocity in pressure coordinates (positive down)",Global field (19 pressure levels),,,real,atmos,,"longitude, latitude, plev19, time",day,day,day,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude plev8 time CMIP7:longitude latitude plev19 time,",day_ss,,day ((isd.003)),time-intv,time: mean,area: areacella,day.wap,"baseline_daily,CFMIP-daily,DAMIP_daily,dynvar_basic","""Advancing Wind Wave Climate Modelling for Coastal Zone Dynamics, Impacts, and Risk Assessment"",""Assessments for Hydrological Processes, Water Resources, and Freshwater Systems"",Baseline Climate Variables for Earth System Modelling,Causality of Polar Amplification ,Earth's Energy Budget,Effects and Feedbacks of Wind-Driven Ocean Surface Waves Coupled Within Earth System Models,""Glacier changes, drivers, and impacts"",Multi-annual-to-decadal predictability of the Earth System and risk assessment of climate extremes,""Clouds, circulation and climate sensitivity: baseline"",""Clouds, circulation and climate sensitivity: extension for process-level studies"",Detection and Attribution,Atmospheric dynamics and variability ","historical,scenarios,deck,scenarios_extensions,scenarios,historical,dcpp,picontrol,lmip,highresmip2-ia,deck,fast-track,scenarios,historical,all-non-fasttrack,deck,scenarios,scenarios_extensions,scenarios,historical,picontrol,deck_idealized_co2_experiments,deck,scenarios,historical,fast-track,scenarios_extensions,historical,scenarios,picontrol,dcpp,historical,picontrol,climate_extreme,dcpp-cmip6-exps,deck,fast-track_cfmip,cfmip-additional-nonfasttrack,cfmip_amip_amip4K,cfmip-additional-nonfasttrack,damip_experiment_group,dynvar","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-irr,amip-m4K,amip-noirr,amip-p4k,amip-p4K-SST-rad,amip-p4K-SST-turb,amip-piForcing,dcppA-assim,dcppA-hindcast,dcppB-forecast,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-s7h-noFireChange,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-hc-ext-os,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-mlc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-scen7-vlloc-ext,esm-up2p0,esm-up2p0-gwl1p5,esm-up2p0-gwl2p0,esm-up2p0-gwl2p0-50y-dn2p0,esm-up2p0-gwl3p0,esm-up2p0-gwl4p0,esm-up2p0-gwl4p0-50y-dn2p0,esm-up2p0-gwl4p0-50y-dn2p0-gwl2p0,esm-up2p0-gwl5p0,g7-1p5K-sai,highres-future-xxx,highresSST-pxxkpat,hist-1950,hist-aer,hist-GHG,hist-irr,hist-nat,hist-noFire,hist-noirr,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-hc-ext,scen7-hc-ext-os,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext,scen7-vlhoc,scen7-vlhoc-ext,scen7-vlloc,scen7-vlloc-ext",,3650,68400,19,4743.540,,GLB,,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,babd0e56-e5dd-11e5-8482-ac72891c3257
E3hrPt.wap6,atmos.wap.tpt-p6-hxy-air.3hr.GLB,wap_tpt-p6-hxy-air,,,wap6,Pa s-1,lagrangian_tendency_of_air_pressure,Omega (=dp/dt),Omega (=dp/dt) on 6 pressure levels in the lower troposphere,Global field (6 pressure levels),,,real,atmos,,"longitude, latitude, plev6, time1",E3hrPt,3hrPt,3hr,950 hPa to 700 hPa with an interval of 50h Pa for vertical layers (6 vertical layers),,,,time-point,area: mean where air time: point,area: areacella,,landatm_coupling_3hr_medium,Accurate assessment of land-atmosphere coupling,"historical,scenarios","esm-hist,esm-scen7-hc,esm-scen7-lc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlhoc-ext,esm-up2p0,historical,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,29200,68400,6,11983.680,,GLB,,,,,New,New,,Accepted,,80ab7433-a698-11ef-914a-613c0433d878
CFday.wap500,atmos.wap.tavg-500hPa-hxy-air.day.GLB,wap_tavg-500hPa-hxy-air,CFday.wap500,240,wap500,Pa s-1,lagrangian_tendency_of_air_pressure,Pressure Tendency,"at 500 hPa level; commonly referred to as ""omega"", this represents the vertical component of velocity in pressure coordinates (positive down)",Global field (single level),,p500,real,atmos,,"longitude, latitude, time, p500",CFday,day,day,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean CMIP7:area: time: mean where air, ",CFday_2d,,CFday ((isd.003)),time-intv,area: time: mean where air,area: areacella,,CFMIP-daily,"""Clouds, circulation and climate sensitivity: baseline"",""Clouds, circulation and climate sensitivity: extension for process-level studies""","deck,fast-track_cfmip,cfmip-additional-nonfasttrack,cfmip_amip_amip4K,cfmip-additional-nonfasttrack","1pctCO2,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,amip,amip-m4K,amip-p4k,amip-p4K-SST-rad,amip-p4K-SST-turb,amip-piForcing,esm-hist,esm-piControl,historical,piClim-4xCO2,piClim-anthro,piClim-control,piControl",,3650,68400,1,249.660,,GLB,air_pressure,,,,CMIP6 CMOR variable,Existing physical parameter,,Accepted,checked,babd06a4-e5dd-11e5-8482-ac72891c3257
day.wbgt2m,atmos.wbgt.tavg-h2m-hxy-u.day.GLB,wbgt_tavg-h2m-hxy-u,,,wbgt2m,degC,wet_bulb_globe_temperature,mean 2m daily wet bulb globe temperature,"mean 2m daily wet bulb globe temperature (WBGT).
Wet Bulb Globe Temperature (WBGT) is a particularly effective indicator of heat stress for active populations such as outdoor workers and athletes.
The calculation should be done with:
WBGT = 0.567 * T_C + 0.393 * e/100 + 3.94, where T_C is temperature in degrees C, and e = huss * p * M_air / M_H2O, where ""huss=specific humidity in kg/kg"", M_H2O = 18.01528/1000 # kg/mol, M_air = 28.964/1000 # kg/mol for dry air and ""P = surface pressure in Pa""",Global field (single level),,height2m,real,atmos,,"longitude, latitude, time, height2m",day,day,day,"The calculation should be done with:
WBGT = 0.567 * T_C + 0.393 * e/100 + 3.94,
where T_C is temperature in degrees C,
and e = huss * p * M_air / M_H2O,
where ""huss=specific humidity in kg/kg"",
M_H2O = 18.01528/1000 # kg/mol,
M_air = 28.964/1000 # kg/mol for dry air,
and ""P = surface pressure in Pa""",,,,time-intv,area: time: mean,area: areacella,,Heat_Indices,Health Impacts,"deck,historical,scenarios,damip_experiment_group,dcpp,aerchemmip,highresmip2-ia","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-4xCO2,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,highres-future-xxx,highresSST-pxxkpat,hist-1950,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,3650,68400,1,249.660,,GLB,height,,,,New,New,,Accepted,,83bbfbcd-7f07-11ef-9308-b1dd71e64bec
day.wbgt2mmax,atmos.wbgt.tmax-h2m-hxy-u.day.GLB,wbgt_tmax-h2m-hxy-u,,,wbgt2mmax,degC,wet_bulb_globe_temperature,maximum 2m daily wet bulb globe temperature,"max 2m daily wet bulb globe temperature (WGBT):
Wet Bulb Globe Temperature (WBGT) is a particularly effective indicator of heat stress for active populations such as outdoor workers and athletes.
The calculation should be done with:
WBGT = 0.567 * T_C + 0.393 * e/100 + 3.94, where T_C is temperature in degrees C, and e = huss * p * M_air / M_H2O, where ""huss=specific humidity in kg/kg"", M_H2O = 18.01528/1000 # kg/mol, M_air = 28.964/1000 # kg/mol for dry air and ""P = surface pressure in Pa""",Global field (single level),,height2m,real,atmos,,"longitude, latitude, time, height2m",day,day,day,"The calculation should be done with:
WBGT = 0.567 * T_C + 0.393 * e/100 + 3.94,
where T_C is temperature in degrees C,
and e = huss * p * M_air / M_H2O,
where ""huss=specific humidity in kg/kg"",
M_H2O = 18.01528/1000 # kg/mol,
M_air = 28.964/1000 # kg/mol for dry air,
and ""P = surface pressure in Pa""",,,,time-intv,area: mean time: maximum,area: areacella,,Heat_Indices,Health Impacts,"deck,historical,scenarios,damip_experiment_group,dcpp,aerchemmip,highresmip2-ia","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-4xCO2,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-up2p0,highres-future-xxx,highresSST-pxxkpat,hist-1950,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-lc,scen7-mc,scen7-mlc,scen7-vlhoc,scen7-vlloc",,3650,68400,1,249.660,,GLB,height,,,,New,New,,Accepted,,83bbfbcc-7f07-11ef-9308-b1dd71e64bec
3hr.wdir,ocean.wdir.tavg-u-hxy-sea.3hr.GLB,wdir_tavg-u-hxy-sea,,,wdir,degree,sea_surface_wave_from_direction,Total Wave Direction,"Mean direction of wave propagation (direction from which the wave is coming) derived from the total wave energy spectrum, incorporating both wind-sea and swell waves. This variable is usually expressed in degrees relative to true north.",Global field (single level),,,real,ocean,atmos,"longitude, latitude, time",3hr,3hr,3hr,"The 3-hourly version of this variable is preferable for the science goals, but if this is not possible the 6-hourly version may be archived instead. Please do not provide both.",,,,time-intv,area: mean where sea time: mean,area: areacello,,sfc_waves,Effects and Feedbacks of Wind-Driven Ocean Surface Waves Coupled Within Earth System Models,"deck,scenarios,historical,fast-track,scenarios_extensions","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-hc-ext-os,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-mlc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-scen7-vlloc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-hc-ext,scen7-hc-ext-os,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext,scen7-vlhoc,scen7-vlhoc-ext,scen7-vlloc,scen7-vlloc-ext",,29200,68400,1,1997.280,checked,GLB,,,,,New,New,,Accepted,,80ab743b-a698-11ef-914a-613c0433d878
3hrPt.wdir,ocean.wdir.unknown03.3hr.GLB,unknown03,,,wdir,degree,sea_surface_wave_from_direction,Total Wave Direction,"Mean direction of wave propagation (direction from which the wave is coming) derived from the total wave energy spectrum, incorporating both wind-sea and swell waves. This variable is usually expressed in degrees relative to true north.",Global field (single level),,,real,ocean,,"longitude, latitude, time1",3hrPt,3hrPt,3hr,,,,,time-point,area: mean where sea time: mean,area: areacello,,sfc_waves,Effects and Feedbacks of Wind-Driven Ocean Surface Waves Coupled Within Earth System Models,"deck,scenarios,historical,fast-track,scenarios_extensions","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-hc-ext-os,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-mlc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-scen7-vlloc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-hc-ext,scen7-hc-ext-os,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext,scen7-vlhoc,scen7-vlhoc-ext,scen7-vlloc,scen7-vlloc-ext",,29200,68400,1,1997.280,,GLB,,,,,New,New,,Provisional - discussion required,,80ab744c-a698-11ef-914a-613c0433d878
6hr.wdir,ocean.wdir.tavg-u-hxy-sea.6hr.GLB,wdir_tavg-u-hxy-sea,,,wdir,degree,sea_surface_wave_from_direction,Total Wave Direction,"Mean direction of wave propagation (direction from which the wave is coming) derived from the total wave energy spectrum, incorporating both wind-sea and swell waves. This variable is usually expressed in degrees relative to true north.",Global field (single level),,,real,ocean,atmos,"longitude, latitude, time",6hr,6hr,6hr,"The 3-hourly version of this variable is preferable for the science goals, but if this is not possible the 6-hourly version may be archived instead. Please do not provide both.",,,,time-intv,area: mean where sea time: mean,area: areacello,,sfc_waves,Effects and Feedbacks of Wind-Driven Ocean Surface Waves Coupled Within Earth System Models,"deck,scenarios,historical,fast-track,scenarios_extensions","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-hc-ext-os,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-mlc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-scen7-vlloc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-hc-ext,scen7-hc-ext-os,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext,scen7-vlhoc,scen7-vlhoc-ext,scen7-vlloc,scen7-vlloc-ext",,14600,68400,1,998.640,checked,GLB,,,,,New,New,,Accepted,,80ab742a-a698-11ef-914a-613c0433d878
Omon.wdir,ocean.wdir.tavg-u-hxy-sea.mon.GLB,wdir_tavg-u-hxy-sea,,,wdir,degree,sea_surface_wave_from_direction,Total Wave Direction,"Mean direction of wave propagation (direction from which the wave is coming) derived from the total wave energy spectrum, incorporating both wind-sea and swell waves. This variable is usually expressed in degrees relative to true north.",Global field (single level),,,real,ocean,atmos,"longitude, latitude, time",Omon,mon,mon,,,,,time-intv,area: mean where sea time: mean,area: areacello,,sfc_waves,Effects and Feedbacks of Wind-Driven Ocean Surface Waves Coupled Within Earth System Models,"deck,scenarios,historical,fast-track,scenarios_extensions","1pctCO2,1pctCO2-bgc,1pctCO2-rad,abrupt-0p5CO2,abrupt-2xCO2,abrupt-4xCO2,abrupt-127k,amip,amip-p4k,amip-piForcing,dcppB-forecast-cmip6,esm-flat10,esm-flat10-cdr,esm-flat10-zec,esm-hist,esm-piControl,esm-scen7-h-Aer,esm-scen7-h-AQ,esm-scen7-hc,esm-scen7-hc-ext,esm-scen7-hc-ext-os,esm-scen7-lc,esm-scen7-lc-ext,esm-scen7-mc,esm-scen7-mc-ext,esm-scen7-mlc,esm-scen7-mlc-ext,esm-scen7-vlho-Aer,esm-scen7-vlho-AQ,esm-scen7-vlhoc,esm-scen7-vlhoc-ext,esm-scen7-vlloc,esm-scen7-vlloc-ext,esm-up2p0,g7-1p5K-sai,hist-aer,hist-GHG,hist-nat,hist-piAer,hist-piAQ,historical,land-hist,piClim-4xCO2,piClim-aer,piClim-anthro,piClim-CH4,piClim-control,piClim-histaer,piClim-histall,piClim-N2O,piClim-NOX,piClim-ODS,piClim-SO2,piControl,scen7-hc,scen7-hc-ext,scen7-hc-ext-os,scen7-lc,scen7-lc-ext,scen7-mc,scen7-mc-ext,scen7-mlc,scen7-mlc-ext,scen7-vlhoc,scen7-vlhoc-ext,scen7-vlloc,scen7-vlloc-ext",,120,68400,1,8.208,,GLB,,,,,New,New,,Accepted,,80ab741a-a698-11ef-914a-613c0433d878
